id:ID(Drug),label,iri,chebi_id,atc_code,drug_type,drug_class,primary_indication,secondary_indications,mechanism_summary,status_overall,approved_regions,source,raw_source_ids
gamunex,Gamunex,https://www.alzforum.org/therapeutics/gamunex,,,"Combination, Immunotherapy (passive)","Amyloid-Related, Inflammation",Alzheimer's Disease,"Immunodeficiency, chronic inflammatory demyelinating neuropathy","This immunoglobulin preparation is used in obstetric indications to prevent and treat blood conditions related to rhesus factor incompatibility. It is one of several IVIg products being tested clinically as an Alzheimer's treatment following Phase 1 and 2 results for Baxter Healthcare's IVIg product, Gammagard™.",ongoing,,AlzForum.Therapeutics,gamunex
gantenerumab,Gantenerumab,https://www.alzforum.org/therapeutics/gantenerumab,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,Gantenerumab is a fully human IgG1 antibody designed to bind with subnanomolar affinity to a conformational epitope on Aβ fibrils. It encompasses both N-terminal and central amino acids of Aβ.,discontinued,,AlzForum.Therapeutics,gantenerumab
gc021109,GC021109,https://www.alzforum.org/therapeutics/gc021109,,,Small Molecule,Inflammation,Alzheimer's Disease,,"GC021109 is one of the first compounds in Alzheimer's clinical research that specifically target microglial cells. Mediators of microglial responses in neurodegenerative diseases with an inflammatory component have attracted renewed interest in drug development research, years after several NSAIDs failed clinical trials.",ongoing,,AlzForum.Therapeutics,gc021109
gemfibrozil,Gemfibrozil,https://www.alzforum.org/therapeutics/gemfibrozil,,,Small Molecule,Cholesterol,Alzheimer's Disease,Hyperlipidemia,"Gemfibrozil is an old member of the fibrate class of drugs. These drugs activate peroxisome proliferator-activated receptor-α (PPARα), nuclear receptors involved in lipid metabolism.",ongoing,,AlzForum.Therapeutics,gemfibrozil
gosuranemab,Gosuranemab,https://www.alzforum.org/therapeutics/gosuranemab,,,Immunotherapy (passive),Tau,"Progressive Supranuclear Palsy, Alzheimer's Disease",,"This is a humanized IgG4 monoclonal anti-tau antibody. In April 2014, Bristol-Myers Squibb acquired iPierian, a biotechnology company that had developed IPN007, an antibody against extracellular, N-terminal fragments of tau (eTau) that were originally isolated from familial AD patient-derived pluripotent stem cells.",discontinued,,AlzForum.Therapeutics,gosuranemab
grf6019,GRF6019,https://www.alzforum.org/therapeutics/grf6019,,,Other,"Inflammation, Other, Unknown",Alzheimer's Disease,,"GRF6019 is a proprietary plasma fraction of about 400 proteins, developed by Alkahest and manufactured by Grifols. It represents a second-generation product of earlier clinical research infusing young adult plasma to treat age-related neurodegenerative disease (see Young Plasma ).",ongoing,,AlzForum.Therapeutics,grf6019
grf6021,GRF6021,https://www.alzforum.org/therapeutics/grf6021,,,Other,"Inflammation, Other, Unknown",Parkinson's Disease Dementia,,"GRF6021 is a proprietary plasma fraction, developed by Alkahest and manufactured by Grifols. Its development follows GRF6019 , a fraction in Phase 2 testing for Alzheimer’s disease.",ongoing,,AlzForum.Therapeutics,grf6021
gsk239512,GSK239512,https://www.alzforum.org/therapeutics/gsk239512,,,Small Molecule,"Cholinergic System, Other Neurotransmitters",Alzheimer's Disease,,"GSK was developing this histamine H3 receptor antagonist for the treatment of Alzheimer's, schizophrenia, and multiple sclerosis. The rationale was to boost release in the brain of histamine, acetylcholine, noradrenaline, and dopamine in an attempt to enhance cognitive processes.",discontinued,,AlzForum.Therapeutics,gsk239512
gsk2647544,GSK2647544,https://www.alzforum.org/therapeutics/gsk2647544,,,Small Molecule,Cholesterol,Alzheimer's Disease,,GSK2647544 is an inhibitor of lipoprotein-associated phospholipase A2. Lp-PLA2 is a circulating enzyme secreted by monocytes and linked primarily to low-density lipoprotein in atherosclerotic plaques.,ongoing,,AlzForum.Therapeutics,gsk2647544
gsk933776,GSK933776,https://www.alzforum.org/therapeutics/gsk933776,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,GSK933776 is a humanized mouse IgG1 monoclonal antibody directed against the N-terminus of the Aβ peptide. Its Fc region has been engineered to reduce FC-receptor binding and complement activation; this was done in an effort to weaken the antibody's effector function and minimize risk of side effects such as ARIA.,unknown,,AlzForum.Therapeutics,gsk933776
gt-02287,GT-02287,https://www.alzforum.org/therapeutics/gt-02287,,,Small Molecule,"alpha-synuclein, Other",Parkinson's Disease,,"GT-02287 is a brain-penetrant, small molecule allosteric regulator of the lysosomal enzyme glucocerebrosidase (GCase). Mutations in the GBA1 gene encoding GCase are the most common genetic cause of Parkinson’s disease.",ongoing,,AlzForum.Therapeutics,gt-02287
guanfacine,Guanfacine,https://www.alzforum.org/therapeutics/guanfacine,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,"Attention-deficit hyperactivity disorder, hypertension",This drug is an α2A adrenergic receptor agonist. It acts in the central nervous system and is used to treat high blood pressure and attention-deficit/hyperactivity disorder (ADHD).,ongoing,,AlzForum.Therapeutics,guanfacine
gv-971,GV-971,https://www.alzforum.org/therapeutics/gv-971,,,Small Molecule,"Amyloid-Related, Inflammation",Alzheimer's Disease,,"This mixture of acidic linear oligosaccharides is derived from brown algae. The mechanism of action of the preparation remains unclear, although several different mechanisms have been proposed by the same research group between 2003 and 2013.",unknown,,AlzForum.Therapeutics,gv-971
gv1001,GV1001,https://www.alzforum.org/therapeutics/gv1001,,,Immunotherapy (active),Other,Alzheimer's Disease,Pancreatic cancer (Korea),"Originally developed as a cancer vaccine, GV1001 is a 16-amino-acid peptide comprising a sequence from the human enzyme telomerase reverse transcriptase (TERT). Most cancers highly express TERT, and immunization with GV1001 aims to activate the immune system to recognize and kill cancer cells.",ongoing,,AlzForum.Therapeutics,gv1001
hf0220,HF0220,https://www.alzforum.org/therapeutics/hf0220,,,Small Molecule,Inflammation,Alzheimer's Disease,,,discontinued,,AlzForum.Therapeutics,hf0220
hmtm,HMTM,https://www.alzforum.org/therapeutics/hmtm,,,Small Molecule,Tau,"Alzheimer's Disease, Frontotemporal Dementia",Methylene Blue predates FDA. Used for treatment of malaria and methemoglobinemia.,"TRx0237 (LMTX™) is a second-generation tau protein aggregation inhibitor for the treatment of Alzheimer's disease (AD) and frontotemporal dementia. It is a replacement formulation for Rember ® , the first company's first proprietary formulation of methylthioninium chloride (MTC).",ongoing,,AlzForum.Therapeutics,hmtm
htl0018318,HTL0018318,https://www.alzforum.org/therapeutics/htl0018318,,,Small Molecule,Cholinergic System,"Alzheimer's Disease, Dementia with Lewy Bodies",,"This small-molecule drug selectively activates the muscarinic acetylcholine receptor M1, which is expressed in the central nervous system and peripheral secretory glands. HTL0018318 was developed by Heptares Therapeutics, a subsidiary of the Sosei Group Corporation, headquartered in Tokyo.",unknown,,AlzForum.Therapeutics,htl0018318
huperzine,Huperzine A,https://www.alzforum.org/therapeutics/huperzine,,,"Small Molecule, Supplement, Dietary",Cholinergic System,Alzheimer's Disease,,Huperzine A is an alkaloid extract derived from the Chinese club moss Huperzia serrata. Huperzine A for many years has been widely used in traditional Chinese medicine to enhance memory and to treat fever and inflammation.,unknown,,AlzForum.Therapeutics,huperzine
ibc-ab002,IBC-Ab002,https://www.alzforum.org/therapeutics/ibc-ab002,,,Immunotherapy (passive),"Amyloid-Related, Inflammation, Other",Alzheimer's Disease,,"This humanized IgG1 antibody inhibits an immune checkpoint protein called programmed death ligand, aka PD-L1, stimulating the immune system. Checkpoint inhibitors, including other antibodies, are approved to treat cancer, where they release tumor-induced immunosuppression and allow immune attack on malignant cells.",ongoing,,AlzForum.Therapeutics,ibc-ab002
ibuprofen,Ibuprofen,https://www.alzforum.org/therapeutics/ibuprofen,,,Small Molecule,"Amyloid-Related, Inflammation",Alzheimer's Disease,Pain and Fever,Ibuprofen is an over-the-counter non-steroidal anti-inflammatory drug (NSAID). It inhibits cyclooxygenase activity and reduces inflammation through reduced prostaglandin synthesis.,discontinued,,AlzForum.Therapeutics,ibuprofen
iclepertin,Iclepertin,https://www.alzforum.org/therapeutics/iclepertin,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Schizophrenia",,"This compound is a glycine transporter inhibitor that was being develped for the treatment of Alzheimer's disease, then discontinued; it remains in development for schizophrenia. The rationale behind this approach is that abnormalities in glutamatergic signaling downstream of neuronal NMDA receptors contribute to cognitive impairment in both these diseases, hence boosting NMDA receptor function might benefit synaptic plasticity and cognition ( Lakhan et al., 2013 ; Rosenbrock et al., 2022 ).",discontinued,,AlzForum.Therapeutics,iclepertin
idalopirdine,Idalopirdine,https://www.alzforum.org/therapeutics/idalopirdine,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Schizophrenia",,"This orally available drug is an antagonist of the serotonin 6 (5-HT6) receptor. This receptor subtype is expressed primarily in the brain, particularly in the cerebral cortex and hippocampus, where it has been proposed to play a role in cognitive impairments associated with schizophrenia and Alzheimer's disease.",discontinued,,AlzForum.Therapeutics,idalopirdine
idebenone,Idebenone,https://www.alzforum.org/therapeutics/idebenone,,,Small Molecule,Other,Alzheimer's Disease,,"Idebenone, a synthetic analogue of coenzyme Q10, has potent antioxidant activity and facilitates the flux of electrons along the mitochondrial electron transport chain, increasing the production of ATP.",discontinued,,AlzForum.Therapeutics,idebenone
intepirdine,Intepirdine,https://www.alzforum.org/therapeutics/intepirdine,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Dementia with Lewy Bodies",,"Originally developed by GSK under the name SB-742457, RVT-101/intepirdine is an antagonist of the serotonin receptor 6 (5-HT)6, a largely CNS-specific member of the serotonin receptor subfamily. The serotonergic neurotransmitter system is impaired as Alzheimer’s develops and progresses, and modulating it is seen as a potential therapeutic avenue ( Upton et al., 2008 ).",discontinued,,AlzForum.Therapeutics,intepirdine
intranasal-oxytocin,Intranasal oxytocin,https://www.alzforum.org/therapeutics/intranasal-oxytocin,,,Other,Other,Frontotemporal Dementia,,"Oxytocin is a peptide hormone involved in social bonding, reproduction, and childbirth. Defects in oxytocin biology have been implicated in neurodegenerative disorders ranging from frontotemporal dementia to Huntington's disease (e.g.",ongoing,,AlzForum.Therapeutics,intranasal-oxytocin
inzomelid,Inzomelid,https://www.alzforum.org/therapeutics/inzomelid,,,Small Molecule,Inflammation,"Alzheimer's Disease, Parkinson's Disease",,"Inzomelid is an oral, brain-penetrant inhibitor of inflammasomes containing NLRP3, or nod-like receptor family, pyrin domain-containing protein 3. Inflammasomes are multiprotein, cytosolic complexes that function as sensors in the innate immune system.",discontinued,,AlzForum.Therapeutics,inzomelid
ion464,ION464,https://www.alzforum.org/therapeutics/ion464,,,DNA/RNA-based,alpha-synuclein,Multiple System Atrophy,,"ION464 is an antisense oligonucleotide targeting α-synuclein mRNA to block production of the protein. It was being developed as a potential therapy for Parkinson’s disease, multiple system atrophy, and related synucleinopathies.",discontinued,,AlzForum.Therapeutics,ion464
ion859,ION859,https://www.alzforum.org/therapeutics/ion859,,,DNA/RNA-based,"Inflammation, Other",Parkinson's Disease,,This drug is an antisense oligonucleotide (ASO). It binds the mRNA for leucine-rich repeat kinase 2 and mediates its degradation.,discontinued,,AlzForum.Therapeutics,ion859
irsenontrine,Irsenontrine,https://www.alzforum.org/therapeutics/irsenontrine,,,Small Molecule,Other,Dementia with Lewy Bodies,,"Irsenontrine is a selective inhibitor of phosphodiesterase 9. PDE9 is an enzyme that breaks down cyclicGMP, cGMP, which serves as a second messenger in synaptic function and memory.",ongoing,,AlzForum.Therapeutics,irsenontrine
iti-1284,ITI-1284,https://www.alzforum.org/therapeutics/iti-1284,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,"ITI-1284 is a deuterated derivative of the antipsychotic drug lumateperone. Deuteration involves replacing hydrogen atoms with the stable isotope deuterium, and is intended to slow metabolism and extend the half-life of drugs.",ongoing,,AlzForum.Therapeutics,iti-1284
jnj-64042056,JNJ-64042056,https://www.alzforum.org/therapeutics/jnj-64042056,,,Immunotherapy (active),Tau,Alzheimer's Disease,,ACI-35 is a liposome-based vaccine. The rationale behind it is that the vaccine will treat tauopathy in Alzheimer’s disease by eliciting an immune response targeted to certain pathological conformers of phosphorylated tau without also mounting autoimmune B cell or T cell responses against physiological forms of this ubiquitous intracellular protein.,ongoing,,AlzForum.Therapeutics,jnj-64042056
karxt,KarXT,https://www.alzforum.org/therapeutics/karxt,,,"Combination, Small Molecule",Cholinergic System,Alzheimer's Disease,Schizophrenia,KarXT is xanomeline with trospium. Xanomeline is an M1/M4-preferring muscarinic acetylcholine receptor activator that acts throughout the body.,ongoing,,AlzForum.Therapeutics,karxt
ketasyn,Ketasyn,https://www.alzforum.org/therapeutics/ketasyn,,,"Supplement, Dietary",Other,Alzheimer's Disease,,"This is a nutritional beverage. Ketasyn/AC-1202 was tested in Phase 1 and 2 safety/dosing trials, but in Phase 2 missed its primary endpoint and was not advanced to Phase 3 efficacy trials.",ongoing,,AlzForum.Therapeutics,ketasyn
